시점,시도별,분유,이유식,TV,영상음향기기,휴대용멀티미디어기기,악기,유아동복,유아용학습교재,초등학교학습서,중학교학습서,고등학교학습서,아동화,장난감,반려동물용품,종이문구,기타문구,필기구,회화용구,유모차,유치원납입금,보육시설이용료,요양시설이용료,반려동물관리비,노래방이용료,놀이시설이용료,운동경기관람료,영화관람료,공연예술관람료,관람시설이용료,문화강습료,온라인콘텐츠이용료,초등학생학원비,중학생학원비,고등학생학원비,음악학원비,미술학원비,운동학원비,전산학원비,가정학습지,이러닝이용료,학교보충교육비,외국어학원비,운동강습료,미용료,뷰티미용료,산후조리원이용료,출산율
2018,　　　충청남도,98.41,91.736,117.371,100.749,101.444,95.875,103.463,98.334,95.856,95.232,95.986,94.091,100.121,99.758,96.681,96.896,99.409,94.291,106.535,164.666,130.008,92.126,96.512,96.445,97.267,98.445,94.999,100.0,97.621,94.394,98.749,98.989,96.889,99.018,96.499,99.65,94.884,98.354,97.091,111.252,93.259,93.607,98.147,96.471,98.124,95.874,0.98
2019,　　　충청남도,98.576,97.821,108.932,99.858,102.703,97.138,101.987,98.358,98.506,99.774,98.609,97.538,99.763,98.048,98.822,97.799,99.804,96.708,104.484,138.651,111.945,97.607,98.512,99.195,98.769,99.741,97.437,100.0,99.18,95.458,99.987,99.302,99.127,99.239,99.501,100.0,97.766,98.788,100.0,120.623,97.345,95.492,100.0,98.448,99.001,97.505,0.92
2020,　　　충청남도,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.84
2021,　　　충청남도,100.85,100.0,97.82,98.11,99.07,100.88,98.99,100.31,100.61,100.0,101.25,100.0,99.77,101.99,101.7,109.49,101.25,101.64,95.78,77.75,93.04,101.07,100.67,101.73,102.57,100.0,116.48,100.0,107.39,108.11,100.45,100.45,100.87,100.1,101.58,101.29,100.43,102.53,99.73,107.46,79.88,105.38,100.67,101.59,105.63,100.44,0.81
2022,　　　충청남도,100.52,100.15,96.03,100.65,100.51,103.06,102.73,100.32,105.16,101.28,106.8,100.53,100.38,107.03,106.62,115.22,102.26,105.15,101.88,31.4,74.3,104.85,103.45,104.85,106.58,102.44,125.32,100.0,111.51,112.55,103.13,101.21,104.24,100.97,104.16,102.52,107.12,109.89,103.73,110.01,56.04,106.13,98.35,104.7,110.4,102.95,0.78
2012,　　　전라북도,99.635,93.143,217.777,93.438,102.851,88.712,89.765,89.448,76.668,85.463,91.137,93.95,94.126,88.1,89.31,80.307,93.047,85.599,112.683,154.875,96.679,72.77,94.234,90.288,83.869,80.498,77.837,85.056,80.927,82.567,92.749,87.973,87.529,88.621,80.529,79.146,81.761,63.029,94.766,106.47,89.926,87.935,82.937,87.272,87.101,91.016,1.3
2013,　　　전라북도,99.727,93.205,205.851,100.806,98.163,89.167,94.376,91.265,77.671,89.629,91.119,93.95,91.959,91.376,89.645,82.312,94.033,87.752,98.624,106.785,81.556,74.763,94.987,90.469,85.819,80.498,77.837,85.056,82.882,82.785,94.599,91.12,91.065,91.425,85.291,83.933,85.395,70.602,96.371,108.184,87.869,91.652,86.724,90.459,88.847,93.656,1.19
2014,　　　전라북도,107.716,94.585,182.633,99.55,94.6,91.416,96.569,91.465,79.98,93.451,91.119,93.95,91.861,94.634,94.857,85.791,96.379,89.71,94.704,101.434,85.732,77.335,95.635,93.282,88.426,87.954,82.564,85.056,85.584,84.309,94.442,95.148,92.384,92.53,85.938,85.875,88.049,75.648,96.231,108.184,93.396,93.705,88.901,92.212,90.927,94.193,1.21
2015,　　　전라북도,112.516,98.969,157.692,100.301,88.127,92.725,97.739,95.359,86.986,93.923,91.216,93.95,93.798,95.493,95.727,86.283,96.645,90.551,94.537,105.703,92.276,79.777,95.756,94.22,89.077,89.445,85.462,85.056,87.736,90.957,94.442,95.562,94.811,93.938,88.233,87.3,90.881,82.575,95.129,109.348,95.238,95.365,90.94,94.3,91.503,91.529,1.24
2016,　　　전라북도,107.121,97.386,143.824,103.084,91.959,93.272,99.668,95.855,88.343,93.923,92.789,93.95,97.985,96.75,95.447,87.935,97.337,91.245,98.053,105.839,96.547,81.117,95.756,92.671,93.092,91.204,87.74,85.056,89.177,91.551,97.979,94.786,95.342,95.699,90.892,88.89,92.771,89.64,96.66,111.252,95.592,96.134,98.834,94.537,92.754,93.018,1.17
2017,　　　전라북도,103.513,98.899,131.35,102.208,97.07,95.264,103.058,98.334,91.743,93.923,94.256,93.31,98.743,97.764,95.379,90.102,99.105,92.432,105.31,105.403,97.872,84.348,95.756,93.542,94.737,100.0,88.453,85.056,93.276,91.861,98.749,97.205,96.578,96.381,92.145,93.026,93.675,90.617,96.709,111.252,97.129,97.284,100.0,97.332,94.773,96.283,1.05
2018,　　　전라북도,99.177,91.736,117.371,100.589,101.444,97.601,103.455,98.334,95.856,95.232,95.986,94.091,99.363,97.549,96.648,94.927,99.38,92.758,106.535,108.477,102.386,92.126,96.087,92.59,97.866,100.0,94.999,94.778,97.621,97.892,98.749,97.69,98.526,98.528,94.524,93.855,97.151,91.594,97.091,111.252,98.513,98.275,100.0,98.004,95.744,94.983,0.98
2019,　　　전라북도,98.977,97.821,108.932,99.148,102.703,99.613,101.983,98.358,98.506,99.774,98.609,97.538,99.167,96.397,98.206,98.701,100.273,97.82,104.484,109.209,104.327,97.607,97.277,96.721,99.917,100.0,97.437,98.018,99.18,98.339,99.987,99.008,99.852,99.547,97.406,97.283,98.558,96.672,100.0,120.623,99.789,98.59,100.0,99.422,96.536,98.292,0.92
2020,　　　전라북도,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.01,100.0,100.01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.84
2021,　　　전라북도,100.86,100.0,97.82,98.06,99.07,101.14,98.99,100.31,100.61,100.0,101.25,100.0,99.51,101.53,100.91,106.66,98.64,100.82,95.78,87.13,98.11,101.07,99.95,100.89,100.97,100.0,116.48,118.97,107.39,102.55,100.45,101.09,102.1,100.85,103.31,101.32,101.29,100.0,99.73,107.46,102.51,99.49,100.0,100.13,100.72,106.26,0.81
2022,　　　전라북도,105.77,100.15,96.03,100.15,100.51,104.54,102.73,100.32,105.16,101.28,106.8,100.53,98.99,104.78,105.16,113.76,103.13,104.37,101.88,73.78,97.61,104.85,104.84,107.75,106.02,101.63,125.32,118.97,111.51,104.04,103.13,101.7,103.79,101.47,106.64,105.5,106.2,100.09,103.73,110.01,103.92,100.62,100.56,102.92,104.91,110.09,0.78
2012,　　　전라남도,104.484,93.322,206.704,106.388,103.112,90.5,89.757,89.448,76.668,85.463,91.137,93.95,90.434,89.133,92.963,81.529,94.586,84.507,100.257,183.056,102.002,72.77,85.29,90.419,83.699,70.493,78.602,105.853,80.927,90.433,92.749,79.846,79.626,82.04,83.36,78.645,80.293,76.806,94.766,106.47,95.775,77.843,88.785,82.773,84.17,91.727,1.3
2013,　　　전라남도,105.103,93.667,196.367,114.725,98.902,90.605,94.382,91.265,77.671,89.629,91.119,93.95,89.948,91.315,91.598,82.557,93.782,85.195,95.719,129.098,82.615,74.763,86.188,91.008,85.644,70.981,80.514,105.853,82.882,90.986,94.599,83.937,84.141,85.294,86.108,81.958,83.318,83.573,96.371,108.184,97.706,80.889,89.489,87.171,85.591,93.335,1.19
2014,　　　전라남도,111.519,95.039,176.692,114.002,95.173,89.867,96.571,91.465,79.98,93.451,91.119,93.95,90.753,96.344,94.231,86.9,95.508,87.097,95.153,125.549,83.625,77.335,87.962,91.008,88.248,70.981,84.288,105.853,85.584,95.946,94.442,86.566,86.351,85.301,90.741,83.113,84.323,84.058,96.231,108.184,101.211,83.188,92.897,88.252,88.381,94.01,1.21
2015,　　　전라남도,115.629,98.969,157.692,114.576,88.127,89.847,97.741,95.359,86.986,93.923,91.216,93.95,92.744,97.914,94.265,89.452,98.09,90.764,94.537,131.367,92.111,79.777,90.125,91.008,89.393,85.098,85.462,105.853,87.736,92.971,94.442,87.935,88.472,88.792,93.6,84.797,84.782,85.629,95.129,109.348,100.779,86.718,94.865,89.827,90.378,94.658,1.24
2016,　　　전라남도,108.903,97.386,143.824,112.828,91.959,89.811,99.671,95.855,88.343,93.923,92.789,93.95,97.423,99.267,96.922,91.466,99.655,90.803,98.053,133.425,94.05,81.117,90.891,92.278,91.034,95.493,87.74,105.853,89.177,87.081,97.979,92.542,93.203,94.671,94.642,86.361,88.285,88.83,96.66,111.252,100.716,88.098,96.603,92.857,93.782,94.888,1.17
2017,　　　전라남도,104.551,98.899,131.35,109.17,97.07,92.324,103.067,98.334,91.743,93.923,94.256,93.31,98.471,100.508,96.801,93.088,101.493,91.212,105.31,136.497,101.135,84.348,92.032,95.901,92.611,96.583,88.453,105.853,93.276,94.73,98.749,93.934,94.991,97.006,95.57,87.77,90.752,92.769,96.709,111.252,100.897,90.936,97.844,97.276,97.55,94.717,1.05
2018,　　　전라남도,98.238,91.736,117.371,105.337,101.444,97.188,103.463,98.334,95.856,95.232,95.986,94.091,99.083,97.918,97.867,96.056,100.473,91.989,106.535,140.458,106.217,92.126,94.906,98.495,96.166,96.583,94.999,105.853,97.621,97.626,98.749,97.659,98.48,98.561,96.752,89.17,94.077,93.918,97.091,111.252,99.438,91.944,97.844,98.723,98.382,93.652,0.98
2019,　　　전라남도,97.58,97.821,108.932,102.14,102.703,99.205,101.987,98.358,98.506,99.774,98.609,97.538,99.2,97.523,98.017,97.607,100.75,94.874,104.484,139.492,102.766,97.607,98.345,100.948,98.932,96.583,97.437,105.853,99.18,99.246,99.987,99.162,100.095,99.527,99.027,94.124,98.891,96.961,100.0,120.623,100.274,95.648,98.288,98.793,99.596,95.175,0.92
2020,　　　전라남도,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.99,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.84
2021,　　　전라남도,102.27,100.0,97.82,97.14,99.07,100.09,98.99,100.31,100.61,100.0,101.25,100.0,99.33,101.94,102.89,108.59,99.08,100.4,95.78,65.97,97.91,101.07,100.82,100.0,101.42,101.95,116.48,106.12,107.39,105.0,100.45,100.0,101.61,101.45,100.99,101.33,104.1,102.12,99.73,107.46,101.07,100.25,98.0,100.4,100.0,96.92,0.81
2022,　　　전라남도,104.71,100.15,96.03,99.21,100.51,104.54,102.73,100.32,105.16,101.28,106.8,100.53,99.75,106.05,105.61,116.95,102.21,103.37,101.88,42.37,96.83,104.85,102.43,100.46,105.37,101.95,125.32,106.12,111.51,105.66,103.13,102.01,102.94,102.5,104.75,104.2,107.71,107.95,103.73,110.01,101.73,101.19,100.81,107.13,105.32,98.95,0.78
2012,　　　경상북도,100.755,95.079,211.958,99.292,105.663,96.669,89.814,89.448,76.668,85.463,91.137,93.95,91.705,93.288,89.764,82.782,99.768,89.237,96.194,163.621,137.243,72.77,96.199,87.153,85.997,87.374,75.629,48.865,80.927,83.46,92.749,84.439,82.6,79.617,79.719,83.361,77.634,88.721,94.766,106.47,86.056,87.421,84.989,88.013,90.539,93.467,1.3
2013,　　　경상북도,101.288,94.657,202.818,107.88,100.658,96.441,94.426,91.265,77.671,89.629,91.119,93.95,90.717,92.731,90.096,84.417,99.973,89.452,94.887,112.99,112.558,74.763,98.708,87.306,88.097,88.653,75.978,48.865,82.882,84.424,94.599,87.619,86.911,87.347,83.077,85.922,79.488,91.73,96.371,108.184,87.274,91.073,85.537,89.961,92.553,94.056,1.19
2014,　　　경상북도,108.757,96.142,181.236,106.509,96.064,93.989,96.62,91.465,79.98,93.451,91.119,93.95,89.986,93.417,93.761,88.484,101.232,90.754,94.754,106.792,116.092,77.335,99.186,87.306,90.549,89.079,81.824,69.999,85.584,87.136,94.442,90.072,88.63,88.343,84.968,88.759,83.064,92.513,96.231,108.184,85.335,92.259,89.216,93.207,93.955,94.148,1.21
2015,　　　경상북도,111.97,98.969,157.692,106.665,88.127,93.478,97.792,95.359,86.986,93.923,91.216,93.95,93.003,98.885,95.705,88.837,101.596,91.456,94.537,109.958,124.304,79.777,100.497,90.148,91.123,89.079,85.462,77.613,87.736,88.075,94.442,93.277,91.329,90.39,85.878,92.42,84.845,92.859,95.129,109.348,90.435,92.968,92.969,94.92,94.286,94.466,1.24
2016,　　　경상북도,106.077,97.386,143.824,107.259,91.959,92.662,99.722,95.855,88.343,93.923,92.789,93.95,97.736,99.586,95.582,90.745,101.556,92.352,98.053,112.211,125.284,81.117,100.856,91.066,94.037,98.453,87.74,100.0,89.177,87.762,97.979,97.051,91.622,93.89,88.198,95.634,88.327,93.305,96.66,111.252,95.133,94.302,94.527,97.508,95.286,96.048,1.17
2017,　　　경상북도,102.949,98.899,131.35,104.381,97.07,96.012,103.107,98.334,91.743,93.923,94.256,93.31,98.741,99.886,95.296,92.355,101.758,91.855,105.31,113.486,129.536,84.348,100.134,91.066,94.421,99.818,88.453,100.0,93.276,89.593,98.749,97.52,93.563,95.44,91.902,97.692,90.989,96.315,96.709,111.252,97.63,95.009,95.621,100.546,96.77,96.781,1.05
2018,　　　경상북도,96.735,91.736,117.371,101.704,101.444,98.806,103.491,98.334,95.856,95.232,95.986,94.091,99.093,98.556,96.502,95.742,101.768,91.211,106.535,109.436,130.501,92.126,99.499,91.066,96.548,100.0,94.999,100.0,97.621,95.58,98.749,98.682,96.659,97.629,96.113,98.522,93.506,97.207,97.091,111.252,98.015,96.672,94.852,101.669,96.625,96.652,0.98
2019,　　　경상북도,96.256,97.821,108.932,101.004,102.703,99.833,102.018,98.358,98.506,99.774,98.609,97.538,99.441,98.968,98.58,98.285,102.297,96.471,104.484,107.593,105.12,97.607,100.206,99.256,99.778,100.0,97.437,100.0,99.18,98.333,99.987,99.148,99.977,99.569,97.381,99.873,98.651,99.352,100.0,120.623,99.472,97.663,98.58,102.867,97.59,98.076,0.92
2020,　　　경상북도,100.01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.84
2021,　　　경상북도,101.77,100.0,97.82,98.16,99.07,100.45,98.99,100.31,100.61,100.0,101.25,100.0,99.8,101.32,99.93,108.58,100.08,102.43,95.78,83.61,99.95,101.07,100.12,100.0,101.85,100.0,116.48,100.0,107.39,103.35,100.45,100.43,100.45,100.24,102.92,102.21,102.29,100.0,99.73,107.46,102.01,101.67,97.51,99.15,100.33,99.01,0.81
2022,　　　경상북도,103.54,100.15,96.03,100.94,100.51,103.74,102.73,100.32,105.16,101.28,106.8,100.53,99.38,106.86,106.85,115.61,101.8,105.79,101.88,53.39,98.91,104.85,101.27,109.62,106.26,100.0,125.32,100.0,111.51,108.38,103.13,103.15,102.4,100.84,108.7,105.57,107.1,101.54,103.73,110.01,103.04,103.76,98.75,100.45,103.52,100.75,0.78
2012,　　　경상남도,100.65,95.064,201.501,102.959,100.991,100.686,89.756,89.448,76.668,85.463,91.137,93.95,91.371,94.144,94.542,81.304,94.532,84.041,98.977,142.613,123.585,72.77,80.062,89.835,84.556,77.319,76.289,56.699,80.927,85.757,92.749,86.773,86.401,83.16,79.41,78.74,77.793,78.62,94.766,106.471,95.842,84.47,93.015,77.069,87.418,82.978,1.3
2013,　　　경상남도,101.423,96.007,191.777,109.608,95.477,101.23,94.38,91.265,77.671,89.629,91.119,93.95,90.161,97.181,95.508,82.179,96.082,86.291,95.382,103.442,92.31,74.763,80.657,91.539,86.605,79.028,78.13,56.699,82.882,83.815,94.599,90.663,89.675,88.061,83.407,81.856,80.561,86.329,96.371,108.175,92.952,87.48,93.308,81.191,89.528,80.31,1.19
2014,　　　경상남도,108.132,96.739,177.015,108.453,93.23,99.12,96.568,91.465,79.98,93.451,91.119,93.95,91.818,99.543,97.666,87.998,95.424,88.275,94.111,100.433,94.438,77.335,80.948,99.76,89.395,82.449,84.249,83.001,85.584,84.543,94.442,92.342,91.731,95.432,83.813,84.486,84.863,90.643,96.231,108.175,91.98,89.117,95.135,82.32,90.097,80.165,1.21
2015,　　　경상남도,112.474,98.969,157.692,108.945,88.127,97.197,97.739,95.359,86.986,93.923,91.216,93.95,93.298,100.134,97.103,90.777,97.913,90.392,94.537,107.549,106.826,79.777,81.635,100.503,90.126,83.615,85.462,83.001,87.736,86.182,94.442,94.469,94.914,95.925,86.052,88.035,87.302,92.697,95.129,109.348,92.505,90.439,98.607,83.013,92.544,81.689,1.24
2016,　　　경상남도,106.997,97.386,143.824,107.977,91.959,96.261,99.668,95.855,88.343,93.923,92.789,93.95,97.475,101.954,96.92,91.639,98.464,90.214,98.053,110.359,117.608,81.117,86.407,101.648,91.465,82.471,87.74,83.001,89.177,87.115,97.979,96.231,95.48,96.782,89.562,89.897,90.328,93.032,96.66,111.252,94.743,93.707,99.901,84.616,93.173,83.976,1.17
2017,　　　경상남도,100.823,98.899,131.35,105.829,97.07,95.924,103.053,98.334,91.743,93.923,94.256,93.31,98.775,101.997,96.381,93.595,100.056,90.066,105.31,111.589,119.944,84.348,87.404,101.648,93.108,85.27,88.453,94.523,93.276,91.189,98.749,96.866,95.887,97.109,94.509,92.623,91.076,97.454,96.709,111.252,97.176,95.061,99.901,87.592,94.486,90.178,1.05
2018,　　　경상남도,98.91,91.736,117.371,102.19,101.444,100.229,103.449,98.334,95.856,95.232,95.986,94.091,99.707,98.569,96.783,97.271,100.724,90.456,106.535,113.043,131.788,92.126,91.231,101.648,98.305,93.78,94.999,101.278,97.621,98.175,98.749,98.462,97.08,98.802,96.331,95.757,94.622,99.915,97.091,111.252,101.857,98.423,100.358,93.223,95.4,97.056,0.98
2019,　　　경상남도,100.488,97.821,108.932,100.109,102.703,100.216,101.974,98.358,98.506,99.774,98.609,97.538,99.641,96.203,98.804,98.898,100.784,96.404,104.484,112.897,119.894,97.607,99.864,100.687,100.292,96.608,97.437,100.0,99.18,100.0,99.987,98.876,97.556,99.759,97.701,98.821,98.449,99.955,100.0,120.623,100.192,99.3,100.653,95.475,99.321,98.047,0.92
2020,　　　경상남도,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.84
2021,　　　경상남도,100.8,100.0,97.82,98.0,99.07,101.24,98.99,100.31,100.61,100.0,101.25,100.0,99.59,102.16,100.65,108.7,99.14,101.28,95.78,88.19,99.42,101.07,100.21,99.76,102.22,103.6,116.48,100.0,107.39,100.2,100.45,100.49,102.33,100.27,103.01,105.51,102.95,102.04,99.73,107.46,101.59,101.15,100.0,101.51,101.49,107.95,0.81
2022,　　　경상남도,103.02,100.15,96.03,100.45,100.51,102.4,102.73,100.32,105.16,101.28,106.8,100.53,99.9,107.32,103.65,115.49,100.25,102.48,101.88,73.18,103.73,104.85,102.18,101.74,106.25,103.6,125.32,98.09,111.51,102.28,103.13,100.53,102.5,101.47,105.57,109.52,107.67,104.29,103.73,110.01,101.69,102.42,100.0,106.23,108.22,111.46,0.78
2012,　　　제주특별자치도,109.319,96.7,201.785,108.217,99.32,97.427,89.78,89.448,76.668,85.463,91.137,93.95,94.41,84.388,88.51,73.439,93.527,85.764,93.504,125.256,176.919,72.77,90.826,81.928,76.793,58.317,77.488,100.0,80.927,85.985,92.749,85.303,88.345,84.592,80.186,84.708,76.541,86.347,94.766,106.47,120.92,74.123,86.363,71.967,82.571,88.797,1.3
2013,　　　제주특별자치도,109.841,96.896,194.94,117.271,95.465,97.648,94.382,91.265,77.671,89.629,91.119,93.95,92.195,87.975,88.481,76.512,94.288,89.305,93.206,98.323,106.443,74.763,92.422,83.253,78.385,59.984,77.488,100.0,82.882,88.094,94.599,90.827,93.115,91.333,88.723,89.578,79.88,87.739,96.371,108.184,119.67,75.535,86.363,72.247,84.895,90.511,1.19
2014,　　　제주특별자치도,117.438,97.088,177.841,115.694,93.438,99.154,96.578,91.465,79.98,93.451,91.119,93.95,91.008,93.903,93.437,83.326,96.85,94.479,95.881,95.194,99.277,77.335,93.705,86.086,80.828,59.984,83.899,100.0,85.584,90.926,94.442,93.217,96.852,91.401,88.723,91.224,81.078,87.739,96.231,108.184,122.44,79.558,86.363,74.572,85.194,91.835,1.21
2015,　　　제주특별자치도,116.344,98.969,157.692,115.045,88.127,98.538,97.749,95.359,86.986,93.923,91.216,93.95,93.011,95.713,94.009,83.428,97.452,97.271,94.537,102.652,108.646,79.777,99.129,89.307,81.669,59.984,85.462,100.0,87.736,93.267,94.442,93.615,97.238,92.646,88.723,96.191,84.693,85.502,95.129,109.348,123.805,83.668,86.363,82.263,86.173,92.481,1.24
2016,　　　제주특별자치도,99.214,97.386,143.824,110.254,91.959,97.419,99.676,95.855,88.343,93.923,92.789,93.95,98.041,97.768,93.654,87.733,98.369,97.485,98.053,107.572,113.081,81.117,100.0,96.481,84.765,67.498,87.74,100.0,89.177,94.789,97.979,95.055,98.185,92.959,90.756,97.009,85.632,84.756,96.66,111.252,122.345,84.233,86.363,85.251,91.388,92.528,1.17
2017,　　　제주특별자치도,95.247,98.899,131.35,107.007,97.07,97.45,103.058,98.334,91.743,93.923,94.256,93.31,98.158,98.865,93.22,87.931,99.866,95.284,105.31,111.8,117.961,84.348,100.0,98.827,87.908,94.999,88.453,100.0,93.276,96.368,98.749,95.441,98.483,92.959,90.941,97.249,89.778,90.228,96.709,111.252,121.425,84.421,86.363,92.324,96.971,96.495,1.05
2018,　　　제주특별자치도,92.552,91.736,117.371,102.351,101.444,99.655,103.455,98.334,95.856,95.232,95.986,94.091,99.308,98.031,95.49,94.527,101.903,95.131,106.535,118.084,122.017,92.126,100.0,100.0,94.421,100.0,94.999,100.0,97.621,98.232,98.749,95.441,98.483,98.417,91.557,97.509,93.133,91.365,97.091,111.252,119.496,85.049,96.591,97.178,98.949,96.865,0.98
2019,　　　제주특별자치도,93.515,97.821,108.932,100.064,102.703,99.8,101.983,98.358,98.506,99.774,98.609,97.538,98.788,96.526,97.877,97.565,105.0,97.825,104.484,121.098,101.35,97.607,100.0,100.0,97.591,100.0,97.437,100.0,99.18,99.287,99.987,99.415,99.676,100.0,100.0,99.715,95.994,95.869,100.0,120.623,113.724,92.011,100.0,98.868,99.825,99.417,0.92
2020,　　　제주특별자치도,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.84
2021,　　　제주특별자치도,103.91,100.0,97.82,98.13,99.07,100.34,98.99,100.31,100.61,100.0,101.25,100.0,98.29,101.12,102.86,106.95,102.85,102.07,95.78,67.69,105.8,101.07,100.18,100.0,101.01,100.0,116.48,100.0,107.39,101.79,100.45,100.0,100.23,100.01,100.0,102.95,100.68,100.27,99.73,107.46,83.21,100.0,103.2,103.3,101.85,100.58,0.81
2022,　　　제주특별자치도,103.63,100.15,96.03,99.45,100.51,102.64,102.73,100.32,105.16,101.28,106.8,100.53,99.14,105.77,106.0,112.07,106.2,103.55,101.88,43.89,111.27,104.85,103.23,106.31,104.69,100.0,125.32,101.39,111.51,108.93,103.13,101.16,100.9,100.01,101.37,104.63,103.62,100.27,103.73,110.01,82.95,100.0,105.57,108.8,108.4,101.49,0.78
