시도,시군구,산후조리원,주소,일반실,특실
경기,구리시,마더러브,"경기도 구리시 아차산로 499, 티움 B동 4층",260,0
경기,구리시,이자르씨엔세스 구리토평점,경기도 구리시 벌말로 145,280,300
경기,군포시,산본제일병원부설 신산본 산후조리원,경기도 군포시 산본로 386번길 4-19,210,230
경기,군포시,산본제일산후조리원,경기도 군포시 산본로 386번길 4-11,200,220
경기,군포시,베네라산후조리원,경기도 군포시 산본로394,300,320
경기,군포시,맘스포레산후조리원,경기도 군포시 산본로398 태주빌딩 7-8층,270,0
경기,김포시,스위트나리 산후조리원,경기도 김포시 돌문로 99,390,600
경기,김포시,결한방 산후조리원,"경기도 김포시 김포한강1로 247, 703",350,390
경기,김포시,조은미래 산후조리원,"경기도 김포시 김포한강8로 396, 지오타워 6~7층",270,300
경기,김포시,㈜한강가온누리 베누앙 산후조리원,"경기도 김포시 태장로 808, 7~8층",450,700
경기,김포시,히즈메디 수 산후조리원,경기도 김포시 김포대로 681,290,320
경기,김포시,이자르레피리움 산후조리원,"경기도 김포시 유현로 52, 2층 현대프라임프라자",280,0
경기,남양주시,메디피아,경기도 남양주시 호평동 경춘로1511(14 메디피아빌딩 4층),160,0
경기,남양주시,조은,경기도 남양주시 평내동 경춘로 1256번길 9(579-2 다모아프라자 403-408호),220,0
경기,남양주시,한나,경기도 남양주시 호평동 640-2 늘을 2로 20(640-2 리베로빌딩 501-505호),220,0
경기,남양주시(풍양),드림맘,경기도 남양주시 진접읍 해밀예당1로 79-3,230,330
경기,남양주시(풍양),동그라미(별내점),경기도 남양주시 별내동 별내2로 74,290,0
경기,남양주시(풍양),마리라헨,경기도 남양주시 별내동 별내3로 320,300,360
경기,부천시 원미구,㈜서울여성,경기도 부천시 원미구 길주로84(상동),260,310
경기,부천시 원미구,초앤유,경기도 부천시 원미구 중동로 248번길 19,220,290
경기,부천시 원미구,삼성미래,경기도 경기도 부천시 원미구 부흥로 307번길 23,220,290
경기,부천시 원미구,㈜더홈,경기도 경기도 부천시 원미구 중동 길주로 251(중동1056-3),320,420
경기,부천시 원미구,친정,경기도 부천시 원미구 부천로 110-1 한위빌딩 8층,190,240
경기,부천시 원미구,한아름,경기도 부천시 원미구 송내대로 265번길 19 대신프라자 6층 ,240,260
경기,부천시 원미구,주식회사로엔,"경기도 부천시 원미구 길주로307, 로얄프라자 7층701호",290,300
경기,성남시 분당구,분당차병원,경기도 성남시 분당구 야탑로 65번길 16,360,555
경기,성남시 분당구,엄마손,경기도 성남시 분당구 야탑로 32,170,210
경기,성남시 분당구,분당더팰리스,경기도 성남시 분당구 황새울로 200번길 36,330,380
경기,성남시 분당구,분당제일,"경기도 성남시 분당구 서현로 180번길, 29",352,376
경기,성남시 분당구,세인트포시즌,경기도 성남시 분당구 서현로 180번길 26,320,320
경기,성남시 분당구,㈜디아망산후조리원 분당서현점,경기도 성남시 분당구 중앙공원로 40번길 4,250,260
경기,성남시 분당구,㈜와이케이동그라미 레피리움 판교점,경기도 성남시 분당구 운중로 128,400,0
경기,성남시 분당구,더리움,경기도 성남시 분당구 판교역로192번길 14-2,349,399
경기,성남시 분당구,에르메스,경기도 성남시 분당구 정자일로 121,370,370
경기,성남시 분당구,라크렘,경기도 성남시 분당구 새마을로 231,580,1150
경기,성남시 분당구,플로라,경기도 성남시 분당구 새마을로165번길 34,340,390
경기,성남시 분당구,포스피탈림,경기도 성남시 분당구 서현로 180번길 13,340,380
경기,성남시 분당구,㈜배냇산후조리원,경기도 성남시 분당구 구미로9번길 7,290,340
경기,성남시 수정구,다온산후조리원,성남시 수정구 제일로 147(수진동),220,250
경기,성남시 수정구,신데렐라산후조리원,성남시 수정구 수정로 80(수진동),240,260
경기,성남시 수정구,이제산후조리원,성남시 수정구 수정로 171번길 7-1(수진동),161,187
경기,성남시 수정구,곽생로산부인과부설산후조리원,성남시 수정구 수정로 73번길 16-27,319,349
경기,성남시 수정구,위례퍼스트산후조리원,성남시 수정구 위례광장로 41번길 4층,340,0
경기,성남시 수정구,드이자르산후조리원,"성남시 수정구 성남대로1202, 유천빌딩 3~5층",285,0
경기,성남시 중원구,맘스파크,경기도 성남시 중원구 자혜로17번길 16,250,270
경기,시흥시,㈜중앙산후케어하우스 산후조리원,"경기도 시흥시 대야로 34, 3~4층 ( 대야동)",200,260
경기,시흥시,시화박산부인과조리원,"경기도 시흥시 정왕대로 184, 3층(정왕동)",130,130
경기,시흥시,예진 산후조리원,"경기도 시흥시 정왕대로 78, 4층(정왕동)",250,270
경기,시흥시,한나 산후조리원,"경기도 시흥시 월곶해안로 171, 3~4층(월곶동)",190,200
경기,안산시 단원구,라움산후조리원,"경기도 안산시 단원구 광덕1로 195, 6층 601호 (고잔동, 광장타워)",330,390
경기,안산시 단원구,맘편한산후조리원,"경기도 안산시 단원구 원포공원2로 35 (초지동,메가쇼핑1, 5층 전체)",270,290
경기,안산시 단원구,세창의료재단우성여성병원산후조리원,"경기도 안산시 단원구 고잔로 58-10 (고잔동,5층전체, 7층일부)",200,239
경기,안산시 단원구,한빛여성병원산후조리원,"경기도 안산시 단원구 광덕동로 53 (고잔동,5~6층)",200,0
경기,안산시 단원구,열린산후조리원,"경기도 안산시 단원구 선부광장1로 22 (선부동,5층)",200,230
경기,안산시 상록구,미즈피아산후조리원,"경기도 안산시 상록구 샘골로 112, 2층",180,0
경기,안성시,모아산후조리원,경기도 안성시 중앙로 368(7층),180,200
경기,안양시 동안구,봄빛산후조리원,"경기도 안양시 동안구 평촌대로217번길 27 (호계동, 봄빛병원 8층)",210,210
경기,안양시 동안구,봄빛병원부설 산후조리원1관,"경기도 안양시 동안구 시민대로 181 (비산동, 건설타워 5층 )",185,230
경기,안양시 동안구,봄빛병원 부설 산후조리원 2관,"경기도 안양시 동안구 시민대로 214 (호계동, 다운타운 9층, 10층)",210,380
경기,안양시 동안구,노블맘 산후조리원,"경기도 안양시 안양시 동안구 평촌대로211번길 16 (호계동, 동아월드프라자 10층)",250,260
경기,안양시 동안구,디어맘산후조리원,경기도 안양시 동안구 동편로 20번길 28,220,0
경기,안양시 동안구,그랑베이산후조리원,"경기도 안양시 동안구 흥안대로 125, 7층(호계동, 동안빌딩)",420,420
경기,안양시 만안구,동그라미산후조리원 안양점,"경기도 안양시 만안구 예술공원로 153-18,2층",290,0
경기,양주시,더올리비에르,경기도 양주시 평화로1489번길 13,270,0
경기,양주시,그라티아,"경기도 양주시 고읍남로 6-6, 해동센트럴타워 6층",270,280
경기,오산시,우먼필산후조리원,경기도 오산시 대원로 24(원동),270,0
경기,오산시,하늘고래산후조리원,경기도 오산시 대원로 57(원동),180,200
경기,오산시,오산산후조리원,"경기도 오산시 경기대로 154, 6층",230,210
경기,용인시 기흥구,푸르밍산후조리원,경기도 기흥구 보정동 1263 죽전누리에뜰 3층,200,270
경기,용인시 기흥구,다온누리산후조리원,경기도 기흥구영덕동985-1이시티B동6층,208,248
경기,용인시 기흥구,사랑돌봄산후조리원,경기도 기흥구 서천로202번길 1,270,0
경기,용인시 기흥구,포모나산후조리원,경기도 기흥구 흥덕 중앙로120(영덕동),300,340
경기,용인시 기흥구,벨라니산후조리원,경기도 기흥구 헝둑2로 85(영덕동 우연프라자5층),300,350
경기,용인시 기흥구,노블엘르산후조리원,경기도 기흥구 구갈로 70(구갈동),270,310
경기,용인시 기흥구,포근포근산후조리원,경기도 기흥구 죽전로 2 (보정동 현타위 9층),220,0
경기,용인시 기흥구,크래들산후조리원,경기도 기흥구 죽현로 80번깅 54(보정동),300,340
경기,용인시 수지구,에스더 산후조리원,"경기도 용인시 수지구 용구대로 2702, 4~5층 (죽전동, 동춘프라자)",270,285
경기,용인시 수지구,수지미래 산후조리원,"경기도 용인시 수지구 포은대로313번길 4, 6~7층 (풍덕천동)",266,304
경기,용인시 수지구,알리르마리,"경기도 용인시 수지구 손곡로 95, 4~5층 (동천동, 송란아트프라)",260,300
경기,용인시 수지구,디엘린,경기도 용인시 수지구 성복2로 348 (성복동),400,560
경기,용인시 수지구,포시즌,"경기도 용인시 수지구 풍덕천로 149, 7층 (풍덕천동, 현대프라자)",250,250
경기,용인시 수지구,㈜디아망산후조리원,"경기도 용인시 수지구 법조로 242, 3~5층 (상현동, 광교파크프라자)",270,290
경기,용인시 처인구,마미맘스산후조리원,경기도 용인시 처인구 금학로 345번길(김량장동),250,280
경기,용인시 처인구,용인제일산후조리원,"경기도 용인시 처인구 중부대로 1347번길 7, 8층(김량장동)",200,200
경기,의왕시,라움산후조리원,"경기도 의왕시 포일세거리로 10, 3층(포일동, 포일프라임타워)",300,350
경기,의정부시,우먼피아,"경기도 의정부시 청사로5번길 8~9층(신곡동, 씨티메디타운)",300,320
경기,의정부시,㈜이자르레피리움네이처,"경기도 의정부시 외미로 95. 7층(호원동, 하나프라자)",240,0
경기,의정부시,맘 산후조리원,"경기도 의정부시 신흥로 130, 3~4층(호원동, 온누리빌딩)",280,0
경기,의정부시,릴리브 산후조리원,"경기도 의정부시 오목로 205번길 22, 2~5층(민락동, 위드프라자)",250,290
경기,의정부시,우먼피아민락점,경기도 의정부시 오목로225번길 100 CY빌딩 7층,350,350
경기,의정부시,히아신스,"경기도 의정부시 부용로 105(금오동, 473-4 플래티넘프라자2, 6층)",250,250
경기,이천시,마리나산후조리원,경기도 이천시 경충대로 2564,200,250
경기,이천시,YJB산후조리원,경기도 이천시 이섭대천로 1186,200,220
경기,파주시,뉴아모르,경기도 파주시 와석순환로 133,240,0
경기,파주시,미소래,경기도 파주시 금정7길 29,260,0
경기,파주시,쉼,"경기도 파주시 경의로 1114, 에펠타워 7층",430,0
경기,파주시,라벨팜므,"경기도 파주시 경의로 1100, 연세빌딩 5층",430,510
경기,파주시,드팜므,경기도 파주시 와동동 1458-1 아름터타워 8~10층,400,1200
경기,파주시,와이즈,경기도 파주시 금바위로 50,230,0
경기,평택시평택,예일퀸스하우스산후조리원,경기도 평택시 중앙로 146-1,294,308
경기,평택시평택,지엔산후조리원,경기도 평택시 비전5로 3,286,400
경기,평택시평택,라마즈산후조리원,경기도 평택시 중앙로 106.3층,230,310
경기,평택시평택,안중산후조리원,경기도 평택시 안중읍 안중로 131번길 14-15,160,0
경기,평택시평택,㈜럭셔리포레산후조리원,경기도 평택시 비전2로 121,300,0
경기,평택시송탄,더네이처산후조리원,"경기도 평택시 지산로64 4,6층",350,411
경기,하남시,샤넬 산후조리원,"경기도 하남시 덕풍동로 111-15,9층(덕풍동, 리치플러스)",250,0
경기,하남시,연세아란산후조리원,"경기도 하남시 미시강변대로54번길121, 연세아란빌딩6,7층(풍산동)",280,380
경기,하남시,미사린 산후조리원,"하남시 미사강변대로34번길 66, 플레이스이안 5층(풍산동)",300,350
경기,화성시,GM 산후조리원,화성시 봉담읍 삼천병마로 1344,170,0
경기,화성시,미즈파크 산후조리원,화성시 동탄 지성로 139,215,230
경기,화성시,해피본 산후조리원,화성시 향남읍 향정중앙로 69-17,245,0
경기,화성시,YK동그라미 산후조리원,화성시 반월동 882 두산위브 2층,450,0
경기,화성시,누리보듬 산후조리원,화성시 동탄지성로 126,220,260
경기,화성시,반송제일 산후조리원,화성시 동탄공원로 24,195,0
경기,화성시,동탄제일프리미엄,화성시 석우동 42-4,300,370
경기,화성시,동탄제일 산후조리원,화성시 동탄중앙로381-7 성심프라자 5층,240,240
경기,화성시,아이소리 산후조리원,화성시 반송동 동탄문화센타 61 3층 아시아프라자,245,265
경기,화성시,위대한탄생 산후조리원,"화성시 동탄대로 537, 3층 338-342호",270,0
경기,화성시,노블아이 산후조리원,"화성시 동탄신리천로 254, 양지프라자5F",400,500
경기,수원시 장안구,우먼플러스산후조리원,경기도 수원시 장안구 경수대로 892(조원동),230,0
경기,수원시 장안구,베스트산후조리원,경기도 수원시 장안구 만석로 5번길 12-8(천천동),220,280
경기,수원시 권선구,오월꿈 산후조리원,경기도 수원시 권선구 경수대로 358(권선동),266,0
경기,수원시 권선구,에덴메디 산후조리원 1호점,"경기도 수원시 권선구 동수원로 220, 3층",280,310
경기,수원시 권선구,에덴메디 산후조리원 2호점,경기도 수원시 권선구 덕영대로 1156,250,0
경기,수원시 권선구,세인트마리 산후조리원,경기도 수원시 권선구 금곡로 197번길 70(금곡동),280,360
경기,수원시 권선구,루시아 산후조리원,경기도 수원시 권선구 서부로 1596번길 10,270,410
경기,수원시 팔달구,쉬즈메디 산후조리원,경기도 수원시 팔달구 경수대로527(인계동),280,390
경기,수원시 팔달구,수원제일 산후조리원,"경기도 수원시 팔달구 덕영대로 691번길12(화서동, 5층)",190,230
경기,수원시 팔달구,수원제일리젠,"경기도 수원시 팔달구 덕영대로 691번길12(화서동, 6층)",230,250
경기,수원시 영통구,베누스산후조리원,"경기도 수원시 영통구 반달로 21, 6층 (영통동, 매직플라자)",250,290
경기,수원시 영통구,샤론산후조리원,"경기도 수원시 영통구 청명남로34번길 21, 6층 (영통동, 테라스가든)",320,380
경기,수원시 영통구,(주)시온산후조리원,경기도 수원시 영통구 봉영로 1605 (영통동),260,290
경기,수원시 영통구,㈜네이처스품산후조리원,경기도 수원시 영통구 웰빙타운로36번길 46-229(이의동),460,460
경기,수원시 영통구,미소 산후조리원(영통점),경기도 수원시 영통구 반달로7번길 40 (영통동),210,250
경기,수원시 영통구,연세산후조리원,경기도 수원시 영통구 중부대로 333 (원천동),195,230
경기,여주시,경기 여주공공산후조리원,경기도 여주시 여흥로160번길 16,168,0
강원,강릉시,세가온산후조리원,강원도 강릉시 율곡로 2982-6(교동),230,250
강원,강릉시,아이앤맘산후조리원,강원도 강릉시 옥가로 21 지산빌딩 6층(옥천동),295,333
강원,강릉시,행복누리산후조리원,강원도 강릉시 경강로 2109 문선빌딩 5층(임당동),275,315
강원,동해시,글로리아산후조리원,강원도 동해시 천곡로 86-2 (천곡동),190,230
강원,동해시,아이맘산후조리원,강원도 동해시 한섬로 113-7 (천곡동),190,230
강원,삼척시,강원도삼척의료원 공공산후조리원,강원도 삼척시 오십천로 418,180,0
강원,원주시,㈜미래 산후조리원,강원도 원주시 서원대로402,190,210
강원,원주시,율 산후조리원,강원도 원주시 능라동길61,250,270
강원,원주시,연세봄 산후조리원,강원도 원주시 시청로98,180,190
강원,원주시,미즈 산후조리원,강원도 원주시 이화6길1,230,250
강원,원주시,연세순풍 산후조리원,강원도 원주시 장미공원길43-6,260,0
강원,원주시,(주)프리티가든산후조리원,강원도 원주시 영랑길14-2,240,260
강원,춘천시,호산후조리원,강원도 춘천시 퇴계로 188 쎈타워 6.7층,200,230
강원,춘천시,아름다운산후조리원,강원도 춘천시 터미널길 21,230,280
강원,춘천시,미래산후조리원,강원도 춘천시 중앙로 116,180,185
강원,철원군,철원군 공공산후조리원,강원도 철원군 갈말읍 명성로 202-9,179,0
충남,천안시 동남구,연세하임산후조리원,충청남도 천안시 동남구 수곡2길 17-17,280,280
충남,천안시 서북구,리즈앤마리안산후조리원,충청남도 천안시 서북구 두정로202(두정동),250,0
충남,천안시 서북구,이화산후조리원,충청남도 천안시 서북구 충무로161(쌍용동),220,0
충남,천안시 서북구,혜성성산후조리원,충청남도 천안시 서북구 미라3길15(쌍용동),200,0
충남,천안시 서북구,쟈스민산후조리원,충청남도 천안시 서북구 두정로208(두정동),230,240
충남,천안시 서북구,퀸스산후조리원,충청남도 천안시 서북구 성정공원1길 9-13,280,350
충남,천안시 서북구,노블리스산후조리원,충청남도 천안시 서북구 성정공원1길 9-13,270,0
충남,천안시 서북구,더앙즈로산후조리원,충청남도 천안시 서북구 불당99길 7,290,350
충남,공주시,미앤맘산후조리원,충남 공주시 번영1로 124(신관동),140,0
충남,아산시,미즈산후조리원,충청남도 아산시 번영로204(모종동) 청아메디타워,190,240
충남,아산시,㈜다온미래산후조리원,"충청남도 아산시 배방읍 배방로26,701호",220,250
충남,아산시,(주)삼성미즈산후조리원,충청남도 아산시 배방읍 고속철대로 71,280,320
충남,서산시,한마음산후조리원,충청남도 서산시 율지4로 5,180,200
충남,서산시,엠산후조리원,충청남도 서산시 남부순환로 1031 2층,210,210
충남,당진시,미즈맘산후조리원,충청남도 당진시 당진중앙2로 415(수청동),240,0
충남,당진시,맘앤캐슬산후조리원,충청남도 당진시 시청1로 72(읍내동),220,0
충북,청주시 상당구,삼성산후조리원,청주시 상당구 용암북로 160번길 34-7,116,0
충북,청주시 서원구,민병열산부인과산후조리원,청주시 서원구 사직대로 101(사창동),140,160
충북,청주시 서원구,㈜모태안산후조리원,청주시 서원구 복대로 17번길 7-42(개신동),225,325
충북,청주시 서원구,하안유산후조리원,청주시 서원구 신화로 50(성화동),211,237
충북,청주시 흥덕구,해피맘산후조리원,청주시 흥덕구 풍산로 36번길(가경동),100,0
충북,청주시 흥덕구,청주미즈맘산후조리원,청주시 흥덕구 가경로 16-2(가경동),110,120
충북,청주시 흥덕구,미래여성산후조리원,청주시 흥덕구 사직대로 42(복대동),150,180
충북,청주시 청원구,다나산후조리원,"청주시 청원구 충청대로179(주중동, 청주다나여성병원)",201,251
충북,청주시 청원구,미즈산후조리원,청주시 청원구 오창읍 중심상업로 17,180,0
충북,충주시,엔젤산후조리원,"충주시 약막7길 44-11, 1~2층(안림동)",260,0
전북,군산시,은혜산후조리원,전라북도 군산시 월명로 144,160,180
전북,군산시,미래와여성산후조리원,전라북도 군산시 문화로 164,140,150
전북,전주시,한별산후조리원,"전라북도 전주시 덕진구 견훤로 215 (3,5,6층)",140,280
전북,익산시,미래와여성 산후조리원,전라북도 익산시 배산로 66,210,0
전북,익산시,휴산후조리원,전라북도 익산시 무왕로 1018,220,0
전북,전주시,미르피아산후조리원,전라북도 전주시 완산구 쑥고개로 343,160,0
전북,전주시,푸른산부인과 산후조리원,전라북도 전주시 덕진구 가재미로 7,120,0
전북,전주시,정성산후조리원,전라북도 전주시 덕진구 도당산4길 8-18,100,130
전북,전주시,세나산후조리원,전라북도 전주시 완산구 소대배기로 16,155,170
전북,전주시,한나산후조리원,전라북도 전주시 덕진구 기린대로 489,120,0
전북,전주시,우석대부속전주 한방병원산후조리원,전라북도 전주시 완산구 어은로 46 (5층),185,235
전북,전주시,세인트포레산후조리원,전라북도 전주시 완산구 홍산로 245,270,310
전북,정읍시,서울산후조리원,전라북도 정읍시 상동중앙로 55-1,160,160
전북,정읍시,현대산후조리원,전라북도 정읍시 중앙로 20,70,0
전남,목포시,미즈아이 산후조리원,전라남도 목포시 백년대로418 (옥암동),199,0
전남,목포시,한사랑 산후조리원,전라남도 목포시 백년대로335 (상동),190,0
전남,여수시,문화병원산후조리원,전라남도 여수시 대치3길 26,180,0
전남,여수시,예울병원산후조리원,전라남도 여수시 신월로 114,190,270
전남,순천시,현대여성아동병원 산후조리원,전라남도 순천시 장선배기 1길 8,180,0
전남,순천시,미즈여성아동병원 산후조리원,전라남도 순천시 조례1길 10-26,90,180
전남,광양시,미래여성산후조리원,전라남도 광양시 중마 142(중동),168,175
전남,강진군,전남공공 산후조리원 2호점,전라남도 강진군 강진읍 탐진로 5,154,154
전남,해남군,전남공공산후조리원 1호점,전라남도 해남군 해남읍 해남로 45,154,0
전남,영광군,영광 산후조리원,전라남도 영광군 영광읍 와룡로 3,210,252
전남,완도군,전남공공산후조리원 3호점,전라남도 완도군 완도읍 청해진동로 63,154,0
경북,경산시,마미안여성병원 산후조리원,경상북도 경산시 경안로 217,190,0
경북,경주시,맘존산후조리원,"경상북도 경주시원화로 315,5층(성동동)",190,220
경북,경주시,신라산후조리원,경상북도 경주시원화로 393,150,168
경북,구미시,아이모메디산후조리원,경상북도 경북 구미시 야은로 297(도량동),140,160
경북,구미시,해피맘산후조리원,경상북도 구미시 신시로 74(형곡동),190,203
경북,구미시,에바마레산후조리원,경상북도 구미시 삼일로 16(진평동),180,200
경북,구미시,디아망산후조리원,경상북도 구미시 인동36길 10(진평동),200,220
경북,구미시,새봄산후조리원,경상북도 구미시 송원서로 94(원평동),200,0
경북,구미시,그린나래산후조리원,경상북도 구미시 산호대로 24길 9-45(옥계동),210,220
경북,구미시,퀸스베이비산후조리원,경상북도 구미시 송원서로 6길 19-19,230,260
경북,안동시,안동성소병원산후조리원,경상북도 안동시 서동문로 99(금곡동),156,0
경북,포항시(북구),여성아이병원 산후조리원,경상북도 포항시 북구 우창동로 22번길 7,240,230
경북,포항시(북구),포항엘리시아 산후조리원,경상북도 포항시 북구 법원로 98번길 12,230,260
경남,거제시,엘르메디산후조리원,경상남도 거제시  거제중앙로 1925(고현동),247,260
경남,거제시,미즈맘산후조리원,경상남도 거제시 거제중앙로 1729(상동동),247,260
경남,김해시,우리산후조리원,경상남도 김해시 내외중앙로 91,195,220
경남,김해시,오즈산후조리원,경상남도 김해시 계동로 203 오즈빌딩,210,240
경남,김해시,더원산후조리원,경상남도 김해시 번화1로 80번길 5 메카빌딩,230,250
경남,김해시,맘스드림산후조리원,경상남도 김해시 경원로 55번길 12 진주빌딩,240,320
경남,양산시,미즈모아산후조리원,경상남도 양산시 양산역6길 9 (중부동),160,200
경남,양산시,에델산후조리원,경상남도 양산시 물금읍 야리로 127,180,240
경남,양산시,연세사랑산후조리원,경상남도 양산시 물금읍 증산역로 136,210,280
경남,진주시,참조은산후조리원,경상남도 진주시 진양호로317(신안동),190,250
경남,진주시,보람산후조리원,경상남도 진주시 진양호로 255,184,200
경남,진주시,미래여성산후조리원,경상남도 진주시 진주대로 957,190,200
경남,창원시,선린산후조리원,경상남도 창원시 성산구 가양로 124번길 7,140,0
경남,창원시,엔젤한방산후조리원,경상남도 창원시 의창구 창원대로 397번길 34,220,260
경남,창원시,한마음산후조리원,경상남도 창원시 성산구 대암로 145번길 11-27,240,0
경남,창원시,모란산후조리원,경상남도 창원시 성산구 마디미서로 56,180,190
경남,창원시,마미캠프산후조리원,경상남도 창원시 성산구 상남로 73,260,340
경남,창원시,미즈맘산후조리원,경상남도 창원시 의창구 원이대로 285번길 6,170,0
경남,창원시,미래산후조리원,경상남도 창원시 의창구 원이대로 53,140,0
경남,창원시,리베라산후조리원,경상남도 창원시 성산구 중앙대로 100번길 9,280,378
경남,창원시,미래산부인과산후조리원,경상남도 창원시 마산합포구 3.15대로 32(월남동 4가 4-1),60,0
경남,창원시,엠앤비산후조리원,경상남도 창원시 마산회원구 3.15대로 727 (합성1동 101-68),225,245
경남,창원시,참여성병원산후조리원,경상남도 창원시 마산합포구 불종거리 19 (동성동 248-1),55,65
경남,창원시,중앙자모산후조리원,경상남도 창원시 마산회원구 3.15대로 491-2 (회원1동62-66),59,79
경남,창원시,예인산후조리원,경상남도 창원시 진해구 진해대로 958,160,180
경남,창원시,온산후조리원,경상남도 창원시 진해구 진해대로 776번길 27,200,0
경남,통영시,통영자모산후조리원,"경상남도 통영시 무전대로 4, 301",200,220
제주,제주시,프린세스산후조리원,제주특별자치도 제주시 서광로 220. 4층 서광빌딩(삼도1동),200,210
제주,제주시,예나산후조리원,제주특별자치도 제주시 남광로 83 (용담2동),200,210
제주,제주시,에덴산후조리원,제주특별자치도 제주시 도령로 11(노형동),180,190
제주,제주시,프라임산후조리원,제주특별자치도 제주시 오남로82 (오라2동),230,260
제주,제주시,엔젤산후조리원,제주특별자치도 제주시과원로70 3층9연동),250,250
제주,제주시,맘편한산후조리원,제주특별자치도 제주시1100로3283영화빌딩2층(노형),180,0
제주,제주시,드림포레산후조리원,"제주특별자치도 제주시 서사로 136, 2층",260,0
제주,서귀포시,서귀포공공산후조리원,제주특별자치도 서귀포시 중앙로 125,154,0
제주,서귀포시,제주서귀포의료원 부설 산후조리원,제주특별자치도 서귀포시 장수로 47,190,0
